Tournament,Year,Age,Belt,Gender,Weight Class,Placing,Competitor Name,Academy Name
World Jiu-Jitsu No-Gi IBJJF Championship,2007,Adult,Brown Black,Female,Medium Heavy,2,Christina Thomas,Relson Gracie
World Jiu-Jitsu No-Gi IBJJF Championship,2007,Adult,Brown Black,Female,Feather,3,Patricia Lage,Barbosa Jj
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Rooster,1,Pablo Teixeira,Brazilian Fight
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Light Feather,1,Caio Terra,Cesar Gracie
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Feather,1,Bruno Frazatto,Check Mat Bjj
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Light,1,Rubens Charles,Alliance
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Middle,1,Daniel Moraes,Relson Gracie
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Medium Heavy,1,Saulo Ribeiro,Gracie Humaita
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Heavy,1,Roberto Alencar,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Super Heavy,1,Antonio Braga Neto,Ralph Gracie
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Ultra Heavy,1,Gabriel Vella,Alliance
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Open Class,1,AntonioBraga Neto,Ralph Gracie
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Light Feather,2,Rafael Freitas,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Feather,2,denilson Pimenta,UGF
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Light,2,Jeff Glover,Alliance
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Middle,2,Lucas Lepri,Alliance
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Medium Heavy,2,Gregor Gracie,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Heavy,2,Bruno Bastos,Nova Uniao
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Super Heavy,2,Roberto Abreu Filho,BJJ Revolution Team
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Ultra Heavy,2,Rodrigo Cavaca,Check Mat Bjj
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Open Class,2,Gabriel Vella,Alliance
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Light Feather,3,Brandon Mullins,Westside JJ
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Light Feather,3,Simpson Go,Submit One
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Feather,3,Shane Rice,Rickson
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Feather,3,Theodoro Canal,UGF
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Light,3,Claudio Cardoso,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Light,3,Philipe Della Monica,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Middle,3,Carlos Diego Ferreira,Clube Pina
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Middle,3,Pedro Bessa,Nine Nine
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Medium Heavy,3,Igor Gracie,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Medium Heavy,3,Marcello Salazar,Brazilian Top Team
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Heavy,3,Marcus Neuenschwander,Gracie Barra America
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Heavy,3,Fabio Leopoldo,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Super Heavy,3,Adriano Comolese,Rigan Mchado
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Super Heavy,3,Cristiano Lazzarini,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Ultra Heavy,3,Bruno Paulista,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Open Class,3,Roberto Abreu,BJJ Revolution Team
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Black,Male,Open Class,3,Roberto Alencar,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Brown Black,Female,Light Feather,1,Leticia Ribeiro,Gracie Humaita
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Brown Black,Female,Feather,1,Bianca Barreto,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Brown Black,Female,Light,1,Michelle Nicolini,Brasa
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Brown Black,Female,Medium Heavy,1,Ana Laura Cordeiro,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Brown Black,Female,Heavy,1,Gabrielle Lemos Garcia,Xtreme Johnny
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Brown Black,Female,Open Class,1,Ana Laura Cordeiro,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Brown Black,Female,Light Feather,2,Mirian Cardoso,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Brown Black,Female,Feather,2,Felicia Oh,Big John McCarthy
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Brown Black,Female,Light,2,Gabriela Bermudes,Gracie Humaita
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Brown Black,Female,Medium Heavy,2,Penny Thomas,Gracie Humaita
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Brown Black,Female,Heavy,2,Katrina Weilbacher,Alliance
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Brown Black,Female,Open Class,2,Katrina Weilbacher,Alliance
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Brown Black,Female,Open Class,3,Gabrielle Lemos Garcia,Xtreme Johnny
World Jiu-Jitsu No-Gi IBJJF Championship,2008,Adult,Brown Black,Female,Open Class,3,Ana Carolina Vidal,Gracie Humaita
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Rooster,1,pablo teixeira,Brazilian Fight
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Light Feather,1,caio terra,Cesar Gracie
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Feather,1,baret yoshida,Undisputed
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Light,1,lucas lepri,Alliance
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Middle,1,lucas leite,Check Mat Bjj
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Medium Heavy,1,romulo barral,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Heavy,1,roberto alencar,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Super Heavy,1,antonio braga neto,Gordo JJ
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Ultra Heavy,1,josh barnett,csw
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Open Class,1,roberto alencar,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Light Feather,2,carlos vieira,Check Mat Bjj
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Feather,2,samir chantre,Cesar Gracie
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Light,2,jonathan torres,Lloyd Irvin
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Middle,2,carlos diego ferreira,amazonas bjj
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Medium Heavy,2,otavio sousa,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Heavy,2,marcel louzado,Check Mat Bjj
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Super Heavy,2,rafael lovato,Gracie Humaita
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Ultra Heavy,2,bruno paulista,Ralph Gracie
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Open Class,2,antonio braga neto,Gordo JJ
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Light Feather,3,rafael freitas,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Light Feather,3,brandon mullins,Westside MMA
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Feather,3,daniel roupinol,Arena
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Feather,3,denny prokopos,10th Planet
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Light,3,philipe della monica,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Light,3,raphael chaves,the armory
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Middle,3,daniel moraes,Relson Gracie
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Middle,3,murilo santana,Barbosa JJ
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Medium Heavy,3,marcelo azevedo,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Medium Heavy,3,james brasco,Team Popovitch
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Heavy,3,bruno bastos,Nova Uniao
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Heavy,3,joao assis,Check Mat Bjj
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Super Heavy,3,antonio peinado,Alliance
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Super Heavy,3,marcel fortuna,Ralph Gracie
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Ultra Heavy,3,tom deblass,Renzo Gracie
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Ultra Heavy,3,asa fuller,Gracie Humaita
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Open Class,3,marcelo azevedo,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Black,Male,Open Class,3,bruno bastos,Nova Uniao
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Brown Black,Female,Light Feather,1,sofia amarante,south florida fight club
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Brown Black,Female,Light,1,sophia mcdermott,Rickson
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Brown Black,Female,Middle,1,hillary williams,Westside MMA
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Brown Black,Female,Medium Heavy,1,valerie worthington,BJJ Revolution Team
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Brown Black,Female,Heavy,1,gabrielle garcia,Alliance
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Brown Black,Female,Open Class,1,hillary williams,Westside MMA
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Brown Black,Female,Light Feather,2,leticia ribeiro,Gracie Humaita
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Brown Black,Female,Light,2,leticia lalli,Check Mat Bjj
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Brown Black,Female,Middle,2,sheila bird,bdb martial arts
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Brown Black,Female,Heavy,2,emily wetzel,BJJ Revolution Team
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Brown Black,Female,Light Feather,3,claudia martinez - kvenbo,Cquence JJ
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Brown Black,Female,Heavy,3,katrina weilbacher,Alliance
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Brown Black,Female,Open Class,3,katrina weilbacher,Alliance
World Jiu-Jitsu No-Gi IBJJF Championship,2009,Adult,Brown Black,Female,Open Class,3,sheila bird,bdb martial arts
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Rooster,1,Brandon Mullins,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Light Feather,1,Caio Terra,Gracie Fighter
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Feather,1,Justin S. Rader,Ribeiro JJ
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Light,1,Lucas Alves Lepri,Alliance
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Middle,1,Gilbert Alexander Pontes,Atos
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Medium Heavy,1,Pablo Popovitch,The Avengers
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Heavy,1,Rafael Lovoto Jr,Ribeiro JJ
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Super Heavy,1,Joao Assis,Check Mat Bjj
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Ultra Heavy,1,Roberto de Abreu Filho,The Avengers
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Open Class,1,Roberto Abreu,The Avengers
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Rooster,2,Joseph Capizzi,Renzo Gracie
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Light Feather,2,Samir Jose Chantre Dahas,Gracie Fighter
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Feather,2,Carols Holanda,Check Mat Bjj
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Light,2,Augusto Lopes Mendes,Soul Fighters
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Middle,2,Tiago Gomes Dias Alves,Barbosa JJ
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Medium Heavy,2,Daniel Moraes,Relson Gracie
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Heavy,2,Roberto Camargo de,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Super Heavy,2,Marcus Vinicius Oliveira,Check Mat Bjj
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Ultra Heavy,2,David Hertzog,Hertzog BJJ
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Open Class,2,Marcus Almeida,Check Mat Bjj
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Light Feather,3,Leandro Lopes Escobar,Soul Fighters
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Light Feather,3,Rafael de Freitas,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Feather,3,Baret Yoshida,Undisputed
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Feather,3,Rodrigo Ranieri de Faria,Check Mat Bjj
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Light,3,Jonathan Torres,Lloyd Irvin
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Light,3,Philipe Della Monica,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Middle,3,Victor de Oliveira Estima,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Middle,3,Lucas Joas Gomes Leite,Check Mat Bjj
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Medium Heavy,3,Kleber de Oliveira Paulino,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Medium Heavy,3,Murilo Santana,Barbosa JJ
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Heavy,3,Flavio Alves de Almeida,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Heavy,3,Rafael Bettega Costa,Alliance
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Super Heavy,3,Gustavo dos Santos Pires,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Super Heavy,3,Bruno Bastos Cruz,Nova Uniao
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Ultra Heavy,3,Joao Ernani Pinho,Aloisio Silva
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Ultra Heavy,3,Leandro Panzoldo Santos,Ribeiro JJ
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Open Class,3,Pablo Popevitc,The Avengers
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Black,Male,Open Class,3,Lucas Leite,Check Mat Bjj
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Brown Black,Female,Light Feather,1,Leticia Ribeiro,Gracie Rio de Janeiro
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Brown Black,Female,Light,1,Beatriz de Oliveira Mesquita,Gracie Rio de Janeiro
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Brown Black,Female,Middle,1,Emily Kwok,Alliance
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Brown Black,Female,Medium Heavy,1,Luiza Monteiro da Costa,Check Mat Bjj
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Brown Black,Female,Heavy,1,Katrina Ann Weilbacher,Paragon
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Brown Black,Female,Open Class,1,Michelle Zonato Nicolini,Check Mat Bjj
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Brown Black,Female,Light Feather,2,Sofia Amarante,The Avengers
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Brown Black,Female,Light,2,Michelle Zonato Nicolini,Check Mat Bjj
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Brown Black,Female,Middle,2,Ana Michelle Tavares,Gracie Rio de Janeiro
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Brown Black,Female,Medium Heavy,2,Penny Thomas,Gracie Rio de Janeiro
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Brown Black,Female,Open Class,2,Beatriz de Oliveira Mesquita,Gracie Rio de Janeiro
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Brown Black,Female,Light Feather,3,Marcela S.de Oliveira,Alliance
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Brown Black,Female,Light,3,Ana Claudia Dantas,Nova Uniao
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Brown Black,Female,Light,3,Fabiana Alves Borges,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Brown Black,Female,Medium Heavy,3,Carolyn Sthephenson,Renzo Gracie
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Brown Black,Female,Medium Heavy,3,Fernanda Mazzelli,Striker JJ/ Goes
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Brown Black,Female,Open Class,3,Penny Thomas,Gracie Rio de Janeiro
World Jiu-Jitsu No-Gi IBJJF Championship,2010,Adult,Brown Black,Female,Open Class,3,Fabiana Alvez Borges,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2011,Adult,Black,Male,Rooster,1,Brandon Mullins,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2011,Adult,Black,Male,Light Feather,1,Caio Terra,Gracie Fighter
World Jiu-Jitsu No-Gi IBJJF Championship,2011,Adult,Black,Male,Feather,1,Rubens Charles Maciel,Alliance
World Jiu-Jitsu No-Gi IBJJF Championship,2011,Adult,Black,Male,Light,1,Lucas Alves Lepri,Alliance
World Jiu-Jitsu No-Gi IBJJF Championship,2011,Adult,Black,Male,Middle,1,Victor de Oliveira Estima,Gracie Barra
World Jiu-Jitsu No-Gi IBJJF Championship,2011,Adult,Black,Male,Medium Heavy,1,Raphael Lovato Jr,Ribeiro JJ
World Jiu-Jitsu No-Gi IBJJF Championship,2011,Adult,Black,Male,Heavy,1,Lucas Leite,Check Mat Bjj
World Jiu-Jitsu No-Gi IBJJF Championship,2011,Adult,Black,Male,Super Heavy,1,Marcus Vinicius O de Almeida,Check Mat Bjj
World Jiu-Jitsu No-Gi IBJJF Championship,2011,Adult,Black,Male,Ultra Heavy,1,Roberto de Abreu Filho,The Avengers
World Jiu-Jitsu No-Gi IBJJF Championship,2011,Adult,Black,Male,Open Class,1,Marcus Almeida,Check Mat Bjj
World Jiu-Jitsu No-Gi IBJJF Championship,2011,Adult,Black,Male,Rooster,2,Joseph Capizzi,Renzo Gracie
World Jiu-Jitsu No-Gi IBJJF Championship,2011,Adult,Black,Male,Light Feather,2,Laercio Lima,Lotus Club
World Jiu-Jitsu No-Gi IBJJF Championship,2011,Adult,Black,Male,Feather,2,Justin S Rader,Ribeiro JJ
World Jiu-Jitsu No-Gi IBJJF Championship,2011,Adult,Black,Male,Light,2,Augusto Mendes,Soul Fighters
World Jiu-Jitsu No-Gi IBJJF Championship,2011,Adult,Black,Male,Middle,2,Thiago Arango de Abreu,Check Mat Bjj
