Age,Gender,Belt,Weight Class,Placing,Competitor Name,Academy Name,Year,Tournament
Adult,Male,Black,Rooster,1,Tomoyuki Hashimoto,Brasa CTA,2020,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Rooster,2,Thalison Vitorino Soares,Cicero Costha Internacional,2020,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Rooster,3,Cleber de Sousa Fernandes,Atos Jiu-Jitsu,2020,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Rooster,3,Koji Shibamoto,Tri-Force Jiu-Jitsu Academy,2020,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light-Feather,1,Michael Musumeci Jr.,Brasa CTA,2020,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light-Feather,2,Francisco Jonas B. Andrade,Cicero Costha Europe,2020,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light-Feather,3,Carlos Alberto Oliveira da Silva,GF Team,2020,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light-Feather,3,Diego Oliveira Batista,Cicero Costha Internacional,2020,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Feather,1,Isaac Doederlein,Alliance,2020,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Feather,2,Leonardo Fernandes Saggioro,Brazilian Top Team,2020,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Feather,3,Alexssandro Pinto Sodré,Nova União,2020,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Feather,3,João Gabriel Batista de Sousa,ZR Team Association,2020,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light,1,Jonnatas Gracie Araujo da Silva,Atos Jiu-Jitsu,2020,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light,2,Vitor Henrique Silva Oliveira,GF Team,2020,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light,3,Luan de Carvalho Alves,Nova União,2020,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light,3,Pedro Henrique Segura Veras,Cicero Costha Internacional,2020,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Middle,1,Tommy Lilleskog Langaker,Team Kimura KMR,2020,European IBJJF Jiu-Jitsu Championship 
