Age,Gender,Belt,Weight Class,Placing,Competitor Name,Academy Name,Year,Tournament
Adult,Male,Black,Rooster,1,Rodnei Barbosa Gabriel Jr.,Qatar BJJ Brasil,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Rooster,2,Tomoyuki Hashimoto,Carpe Diem,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Rooster,3,Aniel  Bonifacio Candido,Qatar BJJ Brasil,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Rooster,3,Carlos Alberto Oliveira da Silva,GF Team,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light-Feather,1,João Ricardo Bordignon Miyao,Cicero Costha Internacional,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light-Feather,2,Hiago George Santos Silva,Cicero Costha Internacional,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light-Feather,3,Cleber de Sousa Fernandes,Atos Jiu-Jitsu,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light-Feather,3,Pedro Paulo Dias Clementino,Cantagalo Team,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Feather,1,Paulo H. Bordignon Miyao,Cicero Costha Internacional,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Feather,2,Isaac Doederlein,Alliance,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Feather,3,João Pedro Bueno Mendes,Atos Jiu-Jitsu,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Feather,3,Leonardo Fernandes Saggioro,Brazilian Top Team,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light,1,Levi Jones-Leary,Unity Jiu-jitsu,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light,2,Lucas Alves Lepri,Alliance,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light,3,Alexandre Faria Molinaro,Carlson Gracie Team,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light,3,Gianni Paul Grippo,Alliance,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Middle,1,Isaque Bahiense Braz,Alliance,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Middle,2,Tommy Lilleskog Langaker,KMR BJJ KIMURA,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Middle,3,Andris Auseklis Brunovskis,Atos Jiu-Jitsu,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Middle,3,Michael Remigio Liera Jr.,Atos Jiu-Jitsu,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Medium-Heavy,1,Rudson Mateus Sarmento Teles,Brasa CTA,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Medium-Heavy,2,Gabriel Salles Muniz Almeida,CheckMat,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Medium-Heavy,3,Horlando de Jesus Monteiro,KMR BJJ KIMURA,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Medium-Heavy,3,José Henrique Cardoso,Ceconi KMKZ,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Heavy,1,Kaynan Casemiro Duarte,Atos Jiu-Jitsu,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Heavy,2,Gustavo Espindola Batista,Atos Jiu-Jitsu,2019,European IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Heavy,3,Adam Wardzinski,CheckMat,2019,European IBJJF Jiu-Jitsu Championship 
